int_video,int_time,str_instrument1,str_instrument2,int_instrument1,int_instrument2,pos_instrument1,pos_instrument2
9,0,out_of_patient,no_secondary_instrument,-1,-2,,
9,1,out_of_patient,no_secondary_instrument,-1,-2,,
9,2,out_of_patient,no_secondary_instrument,-1,-2,,
9,3,out_of_patient,no_secondary_instrument,-1,-2,,
9,4,out_of_patient,no_secondary_instrument,-1,-2,,
9,5,out_of_patient,no_secondary_instrument,-1,-2,,
9,6,out_of_patient,no_secondary_instrument,-1,-2,,
9,7,out_of_patient,no_secondary_instrument,-1,-2,,
9,8,out_of_patient,no_secondary_instrument,-1,-2,,
9,9,out_of_patient,no_secondary_instrument,-1,-2,,
9,10,out_of_patient,no_secondary_instrument,-1,-2,,
9,11,out_of_patient,no_secondary_instrument,-1,-2,,
9,12,out_of_patient,no_secondary_instrument,-1,-2,,
9,13,out_of_patient,no_secondary_instrument,-1,-2,,
9,14,out_of_patient,no_secondary_instrument,-1,-2,,
9,15,out_of_patient,no_secondary_instrument,-1,-2,,
9,16,out_of_patient,no_secondary_instrument,-1,-2,,
9,17,out_of_patient,no_secondary_instrument,-1,-2,,
9,18,out_of_patient,no_secondary_instrument,-1,-2,,
9,19,out_of_patient,no_secondary_instrument,-1,-2,,
9,20,out_of_patient,no_secondary_instrument,-1,-2,,
9,21,out_of_patient,no_secondary_instrument,-1,-2,,
9,22,out_of_patient,no_secondary_instrument,-1,-2,,
9,23,out_of_patient,no_secondary_instrument,-1,-2,,
9,24,out_of_patient,no_secondary_instrument,-1,-2,,
9,25,out_of_patient,no_secondary_instrument,-1,-2,,
9,26,out_of_patient,no_secondary_instrument,-1,-2,,
9,27,out_of_patient,no_secondary_instrument,-1,-2,,
9,28,out_of_patient,no_secondary_instrument,-1,-2,,
9,29,out_of_patient,no_secondary_instrument,-1,-2,,
9,30,out_of_patient,no_secondary_instrument,-1,-2,,
9,31,out_of_patient,no_secondary_instrument,-1,-2,,
9,32,suction,no_secondary_instrument,16,-2,3,
9,33,suction,no_secondary_instrument,16,-2,5,
9,34,suction,no_secondary_instrument,16,-2,5,
9,35,suction,no_secondary_instrument,16,-2,5,
9,36,no_visible_instrument,no_secondary_instrument,0,-2,,
9,37,no_visible_instrument,no_secondary_instrument,0,-2,,
9,38,no_visible_instrument,no_secondary_instrument,0,-2,,
9,39,no_visible_instrument,no_secondary_instrument,0,-2,,
9,40,no_visible_instrument,no_secondary_instrument,0,-2,,
9,41,no_visible_instrument,no_secondary_instrument,0,-2,,
9,42,no_visible_instrument,no_secondary_instrument,0,-2,,
9,43,no_visible_instrument,no_secondary_instrument,0,-2,,
9,44,no_visible_instrument,no_secondary_instrument,0,-2,,
9,45,freer_elevator,no_secondary_instrument,5,-2,3,
9,46,freer_elevator,no_secondary_instrument,5,-2,3,
9,47,freer_elevator,no_secondary_instrument,5,-2,3,
9,48,freer_elevator,no_secondary_instrument,5,-2,3,
9,49,freer_elevator,no_secondary_instrument,5,-2,3,
9,50,freer_elevator,no_secondary_instrument,5,-2,3,
9,51,freer_elevator,no_secondary_instrument,5,-2,3,
9,52,freer_elevator,no_secondary_instrument,5,-2,3,
9,53,freer_elevator,no_secondary_instrument,5,-2,2,
9,54,freer_elevator,no_secondary_instrument,5,-2,3,
9,55,freer_elevator,no_secondary_instrument,5,-2,2,
9,56,freer_elevator,no_secondary_instrument,5,-2,2,
9,57,freer_elevator,no_secondary_instrument,5,-2,3,
9,58,freer_elevator,no_secondary_instrument,5,-2,2,
9,59,freer_elevator,no_secondary_instrument,5,-2,2,
9,60,freer_elevator,no_secondary_instrument,5,-2,2,
9,61,freer_elevator,no_secondary_instrument,5,-2,2,
9,62,freer_elevator,no_secondary_instrument,5,-2,2,
9,63,freer_elevator,no_secondary_instrument,5,-2,3,
9,64,freer_elevator,no_secondary_instrument,5,-2,3,
9,65,freer_elevator,no_secondary_instrument,5,-2,2,
9,66,no_visible_instrument,no_secondary_instrument,0,-2,,
9,67,no_visible_instrument,no_secondary_instrument,0,-2,,
9,68,no_visible_instrument,no_secondary_instrument,0,-2,,
9,69,no_visible_instrument,no_secondary_instrument,0,-2,,
9,70,no_visible_instrument,no_secondary_instrument,0,-2,,
9,71,kerrisons,no_secondary_instrument,8,-2,3,
9,72,kerrisons,no_secondary_instrument,8,-2,3,
9,73,kerrisons,no_secondary_instrument,8,-2,3,
9,74,kerrisons,no_secondary_instrument,8,-2,3,
9,75,no_visible_instrument,no_secondary_instrument,0,-2,,
9,76,no_visible_instrument,no_secondary_instrument,0,-2,,
9,77,no_visible_instrument,no_secondary_instrument,0,-2,,
9,78,no_visible_instrument,no_secondary_instrument,0,-2,,
9,79,no_visible_instrument,no_secondary_instrument,0,-2,,
9,80,no_visible_instrument,no_secondary_instrument,0,-2,,
9,81,no_visible_instrument,no_secondary_instrument,0,-2,,
9,82,no_visible_instrument,no_secondary_instrument,0,-2,,
9,83,no_visible_instrument,no_secondary_instrument,0,-2,,
9,84,no_visible_instrument,no_secondary_instrument,0,-2,,
9,85,no_visible_instrument,no_secondary_instrument,0,-2,,
9,86,no_visible_instrument,no_secondary_instrument,0,-2,,
9,87,no_visible_instrument,no_secondary_instrument,0,-2,,
9,88,no_visible_instrument,no_secondary_instrument,0,-2,,
9,89,no_visible_instrument,no_secondary_instrument,0,-2,,
9,90,no_visible_instrument,no_secondary_instrument,0,-2,,
9,91,no_visible_instrument,no_secondary_instrument,0,-2,,
9,92,no_visible_instrument,no_secondary_instrument,0,-2,,
9,93,no_visible_instrument,no_secondary_instrument,0,-2,,
9,94,no_visible_instrument,no_secondary_instrument,0,-2,,
9,95,kerrisons,no_secondary_instrument,8,-2,3,
9,96,kerrisons,no_secondary_instrument,8,-2,3,
9,97,kerrisons,no_secondary_instrument,8,-2,3,
9,98,no_visible_instrument,no_secondary_instrument,0,-2,,
9,99,no_visible_instrument,no_secondary_instrument,0,-2,,
9,100,no_visible_instrument,no_secondary_instrument,0,-2,,
9,101,no_visible_instrument,no_secondary_instrument,0,-2,,
9,102,no_visible_instrument,no_secondary_instrument,0,-2,,
9,103,no_visible_instrument,no_secondary_instrument,0,-2,,
9,104,no_visible_instrument,no_secondary_instrument,0,-2,,
9,105,no_visible_instrument,no_secondary_instrument,0,-2,,
9,106,no_visible_instrument,no_secondary_instrument,0,-2,,
9,107,no_visible_instrument,no_secondary_instrument,0,-2,,
9,108,kerrisons,no_secondary_instrument,8,-2,4,
9,109,kerrisons,no_secondary_instrument,8,-2,3,
9,110,kerrisons,no_secondary_instrument,8,-2,3,
9,111,kerrisons,no_secondary_instrument,8,-2,3,
9,112,kerrisons,no_secondary_instrument,8,-2,5,
9,113,no_visible_instrument,no_secondary_instrument,0,-2,,
9,114,no_visible_instrument,no_secondary_instrument,0,-2,,
9,115,no_visible_instrument,no_secondary_instrument,0,-2,,
9,116,no_visible_instrument,no_secondary_instrument,0,-2,,
9,117,out_of_patient,no_secondary_instrument,-1,-2,,
9,118,out_of_patient,no_secondary_instrument,-1,-2,,
9,119,out_of_patient,no_secondary_instrument,-1,-2,,
9,120,out_of_patient,no_secondary_instrument,-1,-2,,
9,121,out_of_patient,no_secondary_instrument,-1,-2,,
9,122,out_of_patient,no_secondary_instrument,-1,-2,,
9,123,out_of_patient,no_secondary_instrument,-1,-2,,
9,124,out_of_patient,no_secondary_instrument,-1,-2,,
9,125,out_of_patient,no_secondary_instrument,-1,-2,,
9,126,suction,no_secondary_instrument,16,-2,5,
9,127,suction,no_secondary_instrument,16,-2,3,
9,128,suction,no_secondary_instrument,16,-2,3,
9,129,suction,no_secondary_instrument,16,-2,3,
9,130,suction,no_secondary_instrument,16,-2,3,
9,131,suction,no_secondary_instrument,16,-2,3,
9,132,suction,no_secondary_instrument,16,-2,3,
9,133,no_visible_instrument,no_secondary_instrument,0,-2,,
9,134,no_visible_instrument,no_secondary_instrument,0,-2,,
9,135,no_visible_instrument,no_secondary_instrument,0,-2,,
9,136,no_visible_instrument,no_secondary_instrument,0,-2,,
