int_video,int_time,str_instrument1,str_instrument2,int_instrument1,int_instrument2,pos_instrument1,pos_instrument2
16,0,out_of_patient,no_secondary_instrument,-1,-2,,
16,1,out_of_patient,no_secondary_instrument,-1,-2,,
16,2,out_of_patient,no_secondary_instrument,-1,-2,,
16,3,out_of_patient,no_secondary_instrument,-1,-2,,
16,4,out_of_patient,no_secondary_instrument,-1,-2,,
16,5,out_of_patient,no_secondary_instrument,-1,-2,,
16,6,out_of_patient,no_secondary_instrument,-1,-2,,
16,7,out_of_patient,no_secondary_instrument,-1,-2,,
16,8,out_of_patient,no_secondary_instrument,-1,-2,,
16,9,out_of_patient,no_secondary_instrument,-1,-2,,
16,10,out_of_patient,no_secondary_instrument,-1,-2,,
16,11,out_of_patient,no_secondary_instrument,-1,-2,,
16,12,out_of_patient,no_secondary_instrument,-1,-2,,
16,13,out_of_patient,no_secondary_instrument,-1,-2,,
16,14,out_of_patient,no_secondary_instrument,-1,-2,,
16,15,out_of_patient,no_secondary_instrument,-1,-2,,
16,16,out_of_patient,no_secondary_instrument,-1,-2,,
16,17,out_of_patient,no_secondary_instrument,-1,-2,,
16,18,out_of_patient,no_secondary_instrument,-1,-2,,
16,19,out_of_patient,no_secondary_instrument,-1,-2,,
16,20,out_of_patient,no_secondary_instrument,-1,-2,,
16,21,out_of_patient,no_secondary_instrument,-1,-2,,
16,22,out_of_patient,no_secondary_instrument,-1,-2,,
16,23,no_visible_instrument,no_secondary_instrument,0,-2,,
16,24,no_visible_instrument,no_secondary_instrument,0,-2,,
16,25,no_visible_instrument,no_secondary_instrument,0,-2,,
16,26,no_visible_instrument,no_secondary_instrument,0,-2,,
16,27,no_visible_instrument,no_secondary_instrument,0,-2,,
16,28,no_visible_instrument,no_secondary_instrument,0,-2,,
16,29,no_visible_instrument,no_secondary_instrument,0,-2,,
16,30,no_visible_instrument,no_secondary_instrument,0,-2,,
16,31,no_visible_instrument,no_secondary_instrument,0,-2,,
16,32,freer_elevator,no_secondary_instrument,5,-2,5,
16,33,no_visible_instrument,no_secondary_instrument,0,-2,,
16,34,freer_elevator,no_secondary_instrument,5,-2,5,
16,35,freer_elevator,no_secondary_instrument,5,-2,3,
16,36,freer_elevator,no_secondary_instrument,5,-2,3,
16,37,freer_elevator,no_secondary_instrument,5,-2,2,
16,38,freer_elevator,no_secondary_instrument,5,-2,2,
16,39,freer_elevator,no_secondary_instrument,5,-2,3,
16,40,freer_elevator,no_secondary_instrument,5,-2,3,
16,41,freer_elevator,no_secondary_instrument,5,-2,5,
16,42,freer_elevator,no_secondary_instrument,5,-2,5,
16,43,no_visible_instrument,no_secondary_instrument,0,-2,,
16,44,freer_elevator,no_secondary_instrument,5,-2,2,
16,45,freer_elevator,no_secondary_instrument,5,-2,2,
16,46,freer_elevator,no_secondary_instrument,5,-2,3,
