int_video,int_time,str_instrument1,str_instrument2,int_instrument1,int_instrument2,pos_instrument1,pos_instrument2
25,0,out_of_patient,no_secondary_instrument,-1,-2,,
25,1,out_of_patient,no_secondary_instrument,-1,-2,,
25,2,out_of_patient,no_secondary_instrument,-1,-2,,
25,3,out_of_patient,no_secondary_instrument,-1,-2,,
25,4,out_of_patient,no_secondary_instrument,-1,-2,,
25,5,out_of_patient,no_secondary_instrument,-1,-2,,
25,6,out_of_patient,no_secondary_instrument,-1,-2,,
25,7,out_of_patient,no_secondary_instrument,-1,-2,,
25,8,out_of_patient,no_secondary_instrument,-1,-2,,
25,9,out_of_patient,no_secondary_instrument,-1,-2,,
25,10,out_of_patient,no_secondary_instrument,-1,-2,,
25,11,out_of_patient,no_secondary_instrument,-1,-2,,
25,12,out_of_patient,no_secondary_instrument,-1,-2,,
25,13,out_of_patient,no_secondary_instrument,-1,-2,,
25,14,out_of_patient,no_secondary_instrument,-1,-2,,
25,15,out_of_patient,no_secondary_instrument,-1,-2,,
25,16,out_of_patient,no_secondary_instrument,-1,-2,,
25,17,out_of_patient,no_secondary_instrument,-1,-2,,
25,18,out_of_patient,no_secondary_instrument,-1,-2,,
25,19,out_of_patient,no_secondary_instrument,-1,-2,,
25,20,out_of_patient,no_secondary_instrument,-1,-2,,
25,21,out_of_patient,no_secondary_instrument,-1,-2,,
25,22,out_of_patient,no_secondary_instrument,-1,-2,,
25,23,out_of_patient,no_secondary_instrument,-1,-2,,
25,24,out_of_patient,no_secondary_instrument,-1,-2,,
25,25,no_visible_instrument,no_secondary_instrument,0,-2,,
25,26,no_visible_instrument,no_secondary_instrument,0,-2,,
25,27,no_visible_instrument,no_secondary_instrument,0,-2,,
25,28,no_visible_instrument,no_secondary_instrument,0,-2,,
25,29,no_visible_instrument,no_secondary_instrument,0,-2,,
25,30,no_visible_instrument,no_secondary_instrument,0,-2,,
25,31,suction,no_secondary_instrument,16,-2,4,
25,32,no_visible_instrument,no_secondary_instrument,0,-2,,
25,33,suction,no_secondary_instrument,16,-2,4,
25,34,suction,no_secondary_instrument,16,-2,4,
25,35,suction,no_secondary_instrument,16,-2,4,
25,36,suction,no_secondary_instrument,16,-2,4,
25,37,suction,no_secondary_instrument,16,-2,4,
25,38,suction,no_secondary_instrument,16,-2,4,
25,39,no_visible_instrument,no_secondary_instrument,0,-2,,
25,40,no_visible_instrument,no_secondary_instrument,0,-2,,
25,41,no_visible_instrument,no_secondary_instrument,0,-2,,
25,42,no_visible_instrument,no_secondary_instrument,0,-2,,
25,43,no_visible_instrument,no_secondary_instrument,0,-2,,
25,44,no_visible_instrument,no_secondary_instrument,0,-2,,
25,45,no_visible_instrument,no_secondary_instrument,0,-2,,
25,46,no_visible_instrument,no_secondary_instrument,0,-2,,
25,47,no_visible_instrument,no_secondary_instrument,0,-2,,
25,48,freer_elevator,no_secondary_instrument,5,-2,4,
25,49,freer_elevator,no_secondary_instrument,5,-2,3,
25,50,freer_elevator,no_secondary_instrument,5,-2,3,
25,51,freer_elevator,no_secondary_instrument,5,-2,3,
25,52,freer_elevator,no_secondary_instrument,5,-2,3,
25,53,freer_elevator,no_secondary_instrument,5,-2,3,
25,54,freer_elevator,no_secondary_instrument,5,-2,3,
25,55,freer_elevator,no_secondary_instrument,5,-2,3,
25,56,freer_elevator,no_secondary_instrument,5,-2,3,
25,57,freer_elevator,no_secondary_instrument,5,-2,3,
25,58,freer_elevator,no_secondary_instrument,5,-2,3,
25,59,freer_elevator,no_secondary_instrument,5,-2,3,
25,60,freer_elevator,no_secondary_instrument,5,-2,3,
25,61,freer_elevator,no_secondary_instrument,5,-2,3,
25,62,freer_elevator,no_secondary_instrument,5,-2,4,
25,63,freer_elevator,no_secondary_instrument,5,-2,4,
25,64,freer_elevator,no_secondary_instrument,5,-2,4,
25,65,freer_elevator,no_secondary_instrument,5,-2,4,
25,66,freer_elevator,no_secondary_instrument,5,-2,4,
25,67,freer_elevator,no_secondary_instrument,5,-2,4,
25,68,freer_elevator,no_secondary_instrument,5,-2,4,
25,69,no_visible_instrument,no_secondary_instrument,0,-2,,
25,70,no_visible_instrument,no_secondary_instrument,0,-2,,
25,71,no_visible_instrument,no_secondary_instrument,0,-2,,
25,72,no_visible_instrument,no_secondary_instrument,0,-2,,
25,73,no_visible_instrument,no_secondary_instrument,0,-2,,
25,74,no_visible_instrument,no_secondary_instrument,0,-2,,
25,75,no_visible_instrument,no_secondary_instrument,0,-2,,
25,76,no_visible_instrument,no_secondary_instrument,0,-2,,
25,77,freer_elevator,no_secondary_instrument,5,-2,3,
25,78,freer_elevator,no_secondary_instrument,5,-2,3,
25,79,freer_elevator,no_secondary_instrument,5,-2,3,
25,80,no_visible_instrument,no_secondary_instrument,0,-2,,
25,81,freer_elevator,no_secondary_instrument,5,-2,3,
25,82,freer_elevator,no_secondary_instrument,5,-2,3,
25,83,freer_elevator,no_secondary_instrument,5,-2,3,
25,84,freer_elevator,no_secondary_instrument,5,-2,4,
25,85,no_visible_instrument,no_secondary_instrument,0,-2,,
25,86,no_visible_instrument,no_secondary_instrument,0,-2,,
25,87,no_visible_instrument,no_secondary_instrument,0,-2,,
