int_video,int_time,str_instrument1,str_instrument2,int_instrument1,int_instrument2,pos_instrument1,pos_instrument2
7,0,out_of_patient,no_secondary_instrument,-1,-2,,
7,1,out_of_patient,no_secondary_instrument,-1,-2,,
7,2,out_of_patient,no_secondary_instrument,-1,-2,,
7,3,out_of_patient,no_secondary_instrument,-1,-2,,
7,4,out_of_patient,no_secondary_instrument,-1,-2,,
7,5,out_of_patient,no_secondary_instrument,-1,-2,,
7,6,out_of_patient,no_secondary_instrument,-1,-2,,
7,7,out_of_patient,no_secondary_instrument,-1,-2,,
7,8,out_of_patient,no_secondary_instrument,-1,-2,,
7,9,out_of_patient,no_secondary_instrument,-1,-2,,
7,10,out_of_patient,no_secondary_instrument,-1,-2,,
7,11,out_of_patient,no_secondary_instrument,-1,-2,,
7,12,out_of_patient,no_secondary_instrument,-1,-2,,
7,13,out_of_patient,no_secondary_instrument,-1,-2,,
7,14,out_of_patient,no_secondary_instrument,-1,-2,,
7,15,out_of_patient,no_secondary_instrument,-1,-2,,
7,16,out_of_patient,no_secondary_instrument,-1,-2,,
7,17,out_of_patient,no_secondary_instrument,-1,-2,,
7,18,out_of_patient,no_secondary_instrument,-1,-2,,
7,19,out_of_patient,no_secondary_instrument,-1,-2,,
7,20,out_of_patient,no_secondary_instrument,-1,-2,,
7,21,out_of_patient,no_secondary_instrument,-1,-2,,
7,22,out_of_patient,no_secondary_instrument,-1,-2,,
7,23,out_of_patient,no_secondary_instrument,-1,-2,,
7,24,out_of_patient,no_secondary_instrument,-1,-2,,
7,25,out_of_patient,no_secondary_instrument,-1,-2,,
7,26,out_of_patient,no_secondary_instrument,-1,-2,,
7,27,out_of_patient,no_secondary_instrument,-1,-2,,
7,28,out_of_patient,no_secondary_instrument,-1,-2,,
7,29,out_of_patient,no_secondary_instrument,-1,-2,,
7,30,out_of_patient,no_secondary_instrument,-1,-2,,
7,31,out_of_patient,no_secondary_instrument,-1,-2,,
7,32,out_of_patient,no_secondary_instrument,-1,-2,,
7,33,out_of_patient,no_secondary_instrument,-1,-2,,
7,34,out_of_patient,no_secondary_instrument,-1,-2,,
7,35,out_of_patient,no_secondary_instrument,-1,-2,,
7,36,out_of_patient,no_secondary_instrument,-1,-2,,
7,37,out_of_patient,no_secondary_instrument,-1,-2,,
7,38,out_of_patient,no_secondary_instrument,-1,-2,,
7,39,out_of_patient,no_secondary_instrument,-1,-2,,
7,40,out_of_patient,no_secondary_instrument,-1,-2,,
7,41,out_of_patient,no_secondary_instrument,-1,-2,,
7,42,out_of_patient,no_secondary_instrument,-1,-2,,
7,43,out_of_patient,no_secondary_instrument,-1,-2,,
7,44,out_of_patient,no_secondary_instrument,-1,-2,,
7,45,out_of_patient,no_secondary_instrument,-1,-2,,
7,46,out_of_patient,no_secondary_instrument,-1,-2,,
7,47,out_of_patient,no_secondary_instrument,-1,-2,,
7,48,out_of_patient,no_secondary_instrument,-1,-2,,
7,49,out_of_patient,no_secondary_instrument,-1,-2,,
7,50,out_of_patient,no_secondary_instrument,-1,-2,,
7,51,out_of_patient,no_secondary_instrument,-1,-2,,
7,52,out_of_patient,no_secondary_instrument,-1,-2,,
7,53,out_of_patient,no_secondary_instrument,-1,-2,,
7,54,out_of_patient,no_secondary_instrument,-1,-2,,
7,55,freer_elevator,no_secondary_instrument,5,-2,1,
7,56,freer_elevator,no_secondary_instrument,5,-2,1,
7,57,freer_elevator,no_secondary_instrument,5,-2,3,
7,58,freer_elevator,no_secondary_instrument,5,-2,1,
7,59,freer_elevator,no_secondary_instrument,5,-2,1,
7,60,freer_elevator,no_secondary_instrument,5,-2,1,
7,61,freer_elevator,no_secondary_instrument,5,-2,1,
7,62,freer_elevator,no_secondary_instrument,5,-2,3,
7,63,freer_elevator,no_secondary_instrument,5,-2,1,
7,64,freer_elevator,no_secondary_instrument,5,-2,1,
7,65,freer_elevator,no_secondary_instrument,5,-2,1,
7,66,freer_elevator,no_secondary_instrument,5,-2,3,
7,67,freer_elevator,no_secondary_instrument,5,-2,1,
7,68,freer_elevator,no_secondary_instrument,5,-2,1,
7,69,freer_elevator,no_secondary_instrument,5,-2,1,
7,70,freer_elevator,no_secondary_instrument,5,-2,1,
7,71,freer_elevator,no_secondary_instrument,5,-2,3,
7,72,freer_elevator,no_secondary_instrument,5,-2,3,
7,73,freer_elevator,no_secondary_instrument,5,-2,1,
7,74,freer_elevator,no_secondary_instrument,5,-2,1,
7,75,freer_elevator,no_secondary_instrument,5,-2,1,
7,76,freer_elevator,no_secondary_instrument,5,-2,1,
7,77,freer_elevator,no_secondary_instrument,5,-2,1,
7,78,freer_elevator,no_secondary_instrument,5,-2,1,
7,79,freer_elevator,no_secondary_instrument,5,-2,1,
7,80,freer_elevator,no_secondary_instrument,5,-2,1,
7,81,freer_elevator,no_secondary_instrument,5,-2,3,
7,82,freer_elevator,no_secondary_instrument,5,-2,3,
7,83,freer_elevator,no_secondary_instrument,5,-2,3,
7,84,freer_elevator,no_secondary_instrument,5,-2,3,
7,85,freer_elevator,no_secondary_instrument,5,-2,1,
7,86,freer_elevator,no_secondary_instrument,5,-2,1,
7,87,freer_elevator,no_secondary_instrument,5,-2,3,
7,88,freer_elevator,no_secondary_instrument,5,-2,3,
7,89,freer_elevator,no_secondary_instrument,5,-2,3,
7,90,freer_elevator,no_secondary_instrument,5,-2,3,
7,91,freer_elevator,no_secondary_instrument,5,-2,3,
7,92,freer_elevator,no_secondary_instrument,5,-2,1,
7,93,freer_elevator,no_secondary_instrument,5,-2,3,
7,94,freer_elevator,no_secondary_instrument,5,-2,3,
7,95,freer_elevator,no_secondary_instrument,5,-2,3,
7,96,freer_elevator,no_secondary_instrument,5,-2,3,
7,97,freer_elevator,no_secondary_instrument,5,-2,1,
7,98,freer_elevator,no_secondary_instrument,5,-2,1,
7,99,freer_elevator,no_secondary_instrument,5,-2,3,
7,100,freer_elevator,no_secondary_instrument,5,-2,3,
7,101,freer_elevator,no_secondary_instrument,5,-2,1,
7,102,freer_elevator,no_secondary_instrument,5,-2,1,
7,103,freer_elevator,no_secondary_instrument,5,-2,1,
7,104,freer_elevator,no_secondary_instrument,5,-2,3,
7,105,freer_elevator,no_secondary_instrument,5,-2,1,
7,106,freer_elevator,no_secondary_instrument,5,-2,1,
7,107,freer_elevator,no_secondary_instrument,5,-2,1,
7,108,freer_elevator,no_secondary_instrument,5,-2,1,
7,109,no_visible_instrument,no_secondary_instrument,0,-2,,
7,110,no_visible_instrument,no_secondary_instrument,0,-2,,
7,111,no_visible_instrument,no_secondary_instrument,0,-2,,
7,112,no_visible_instrument,no_secondary_instrument,0,-2,,
7,113,no_visible_instrument,no_secondary_instrument,0,-2,,
7,114,no_visible_instrument,no_secondary_instrument,0,-2,,
7,115,no_visible_instrument,no_secondary_instrument,0,-2,,
7,116,no_visible_instrument,no_secondary_instrument,0,-2,,
7,117,no_visible_instrument,no_secondary_instrument,0,-2,,
7,118,no_visible_instrument,no_secondary_instrument,0,-2,,
7,119,no_visible_instrument,no_secondary_instrument,0,-2,,
7,120,no_visible_instrument,no_secondary_instrument,0,-2,,
7,121,no_visible_instrument,no_secondary_instrument,0,-2,,
7,122,no_visible_instrument,no_secondary_instrument,0,-2,,
7,123,no_visible_instrument,no_secondary_instrument,0,-2,,
7,124,no_visible_instrument,no_secondary_instrument,0,-2,,
7,125,no_visible_instrument,no_secondary_instrument,0,-2,,
7,126,no_visible_instrument,no_secondary_instrument,0,-2,,
7,127,no_visible_instrument,no_secondary_instrument,0,-2,,
7,128,no_visible_instrument,no_secondary_instrument,0,-2,,
7,129,no_visible_instrument,no_secondary_instrument,0,-2,,
7,130,no_visible_instrument,no_secondary_instrument,0,-2,,
7,131,no_visible_instrument,no_secondary_instrument,0,-2,,
7,132,no_visible_instrument,no_secondary_instrument,0,-2,,
7,133,freer_elevator,no_secondary_instrument,5,-2,3,
7,134,freer_elevator,no_secondary_instrument,5,-2,3,
7,135,freer_elevator,no_secondary_instrument,5,-2,3,
7,136,freer_elevator,no_secondary_instrument,5,-2,3,
7,137,freer_elevator,no_secondary_instrument,5,-2,3,
7,138,freer_elevator,no_secondary_instrument,5,-2,1,
7,139,freer_elevator,no_secondary_instrument,5,-2,1,
7,140,freer_elevator,no_secondary_instrument,5,-2,3,
7,141,freer_elevator,no_secondary_instrument,5,-2,1,
7,142,freer_elevator,no_secondary_instrument,5,-2,1,
7,143,no_visible_instrument,no_secondary_instrument,0,-2,,
7,144,no_visible_instrument,no_secondary_instrument,0,-2,,
7,145,no_visible_instrument,no_secondary_instrument,0,-2,,
7,146,no_visible_instrument,no_secondary_instrument,0,-2,,
7,147,no_visible_instrument,no_secondary_instrument,0,-2,,
7,148,no_visible_instrument,no_secondary_instrument,0,-2,,
7,149,no_visible_instrument,no_secondary_instrument,0,-2,,
7,150,no_visible_instrument,no_secondary_instrument,0,-2,,
7,151,kerrisons,no_secondary_instrument,8,-2,4,
7,152,kerrisons,no_secondary_instrument,8,-2,1,
7,153,kerrisons,no_secondary_instrument,8,-2,3,
7,154,kerrisons,no_secondary_instrument,8,-2,3,
7,155,kerrisons,no_secondary_instrument,8,-2,3,
7,156,kerrisons,no_secondary_instrument,8,-2,3,
7,157,kerrisons,no_secondary_instrument,8,-2,3,
7,158,kerrisons,no_secondary_instrument,8,-2,3,
7,159,kerrisons,no_secondary_instrument,8,-2,3,
7,160,kerrisons,no_secondary_instrument,8,-2,3,
7,161,kerrisons,no_secondary_instrument,8,-2,3,
7,162,kerrisons,no_secondary_instrument,8,-2,1,
7,163,no_visible_instrument,no_secondary_instrument,0,-2,,
7,164,no_visible_instrument,no_secondary_instrument,0,-2,,
7,165,no_visible_instrument,no_secondary_instrument,0,-2,,
7,166,no_visible_instrument,no_secondary_instrument,0,-2,,
7,167,no_visible_instrument,no_secondary_instrument,0,-2,,
7,168,no_visible_instrument,no_secondary_instrument,0,-2,,
7,169,no_visible_instrument,no_secondary_instrument,0,-2,,
7,170,no_visible_instrument,no_secondary_instrument,0,-2,,
7,171,no_visible_instrument,no_secondary_instrument,0,-2,,
7,172,no_visible_instrument,no_secondary_instrument,0,-2,,
7,173,no_visible_instrument,no_secondary_instrument,0,-2,,
7,174,no_visible_instrument,no_secondary_instrument,0,-2,,
7,175,no_visible_instrument,no_secondary_instrument,0,-2,,
7,176,no_visible_instrument,no_secondary_instrument,0,-2,,
7,177,no_visible_instrument,no_secondary_instrument,0,-2,,
7,178,cottle,no_secondary_instrument,2,-2,4,
7,179,cottle,no_secondary_instrument,2,-2,3,
7,180,cottle,no_secondary_instrument,2,-2,3,
7,181,cottle,no_secondary_instrument,2,-2,3,
7,182,cottle,no_secondary_instrument,2,-2,3,
7,183,cottle,no_secondary_instrument,2,-2,3,
7,184,cottle,no_secondary_instrument,2,-2,4,
7,185,cottle,no_secondary_instrument,2,-2,4,
7,186,cottle,no_secondary_instrument,2,-2,3,
7,187,cottle,no_secondary_instrument,2,-2,4,
7,188,cottle,no_secondary_instrument,2,-2,4,
7,189,cottle,no_secondary_instrument,2,-2,4,
7,190,cottle,no_secondary_instrument,2,-2,3,
7,191,cottle,no_secondary_instrument,2,-2,3,
7,192,cottle,no_secondary_instrument,2,-2,3,
7,193,cottle,no_secondary_instrument,2,-2,3,
7,194,cottle,no_secondary_instrument,2,-2,3,
7,195,cottle,no_secondary_instrument,2,-2,3,
7,196,cottle,no_secondary_instrument,2,-2,3,
7,197,cottle,no_secondary_instrument,2,-2,3,
7,198,cottle,no_secondary_instrument,2,-2,3,
7,199,cottle,no_secondary_instrument,2,-2,3,
7,200,cottle,no_secondary_instrument,2,-2,3,
7,201,cottle,no_secondary_instrument,2,-2,3,
7,202,cottle,no_secondary_instrument,2,-2,3,
7,203,cottle,no_secondary_instrument,2,-2,3,
7,204,cottle,no_secondary_instrument,2,-2,3,
7,205,cottle,no_secondary_instrument,2,-2,3,
7,206,cottle,no_secondary_instrument,2,-2,3,
7,207,cottle,no_secondary_instrument,2,-2,3,
7,208,cottle,no_secondary_instrument,2,-2,3,
7,209,cottle,no_secondary_instrument,2,-2,3,
7,210,cottle,no_secondary_instrument,2,-2,3,
7,211,cottle,no_secondary_instrument,2,-2,4,
7,212,cottle,no_secondary_instrument,2,-2,4,
7,213,no_visible_instrument,no_secondary_instrument,0,-2,,
7,214,no_visible_instrument,no_secondary_instrument,0,-2,,
7,215,no_visible_instrument,no_secondary_instrument,0,-2,,
7,216,no_visible_instrument,no_secondary_instrument,0,-2,,
7,217,no_visible_instrument,no_secondary_instrument,0,-2,,
7,218,no_visible_instrument,no_secondary_instrument,0,-2,,
7,219,no_visible_instrument,no_secondary_instrument,0,-2,,
7,220,kerrisons,no_secondary_instrument,8,-2,3,
7,221,kerrisons,no_secondary_instrument,8,-2,3,
7,222,kerrisons,no_secondary_instrument,8,-2,3,
7,223,kerrisons,no_secondary_instrument,8,-2,1,
7,224,kerrisons,no_secondary_instrument,8,-2,1,
7,225,kerrisons,no_secondary_instrument,8,-2,1,
7,226,no_visible_instrument,no_secondary_instrument,0,-2,,
7,227,no_visible_instrument,no_secondary_instrument,0,-2,,
7,228,no_visible_instrument,no_secondary_instrument,0,-2,,
7,229,no_visible_instrument,no_secondary_instrument,0,-2,,
7,230,no_visible_instrument,no_secondary_instrument,0,-2,,
7,231,no_visible_instrument,no_secondary_instrument,0,-2,,
7,232,no_visible_instrument,no_secondary_instrument,0,-2,,
