int_video,int_time,str_instrument1,str_instrument2,int_instrument1,int_instrument2,pos_instrument1,pos_instrument2
13,0,out_of_patient,no_secondary_instrument,-1,-2,,
13,1,out_of_patient,no_secondary_instrument,-1,-2,,
13,2,out_of_patient,no_secondary_instrument,-1,-2,,
13,3,out_of_patient,no_secondary_instrument,-1,-2,,
13,4,out_of_patient,no_secondary_instrument,-1,-2,,
13,5,out_of_patient,no_secondary_instrument,-1,-2,,
13,6,out_of_patient,no_secondary_instrument,-1,-2,,
13,7,out_of_patient,no_secondary_instrument,-1,-2,,
13,8,no_visible_instrument,no_secondary_instrument,0,-2,,
13,9,no_visible_instrument,no_secondary_instrument,0,-2,,
13,10,no_visible_instrument,no_secondary_instrument,0,-2,,
13,11,suction,no_secondary_instrument,16,-2,4,
13,12,suction,no_secondary_instrument,16,-2,5,
13,13,suction,no_secondary_instrument,16,-2,5,
13,14,no_visible_instrument,no_secondary_instrument,0,-2,,
13,15,no_visible_instrument,no_secondary_instrument,0,-2,,
13,16,suction,no_secondary_instrument,16,-2,4,
13,17,suction,no_secondary_instrument,16,-2,4,
13,18,suction,no_secondary_instrument,16,-2,4,
13,19,suction,no_secondary_instrument,16,-2,4,
13,20,suction,no_secondary_instrument,16,-2,4,
13,21,suction,no_secondary_instrument,16,-2,5,
13,22,no_visible_instrument,no_secondary_instrument,0,-2,,
13,23,no_visible_instrument,no_secondary_instrument,0,-2,,
13,24,suction,no_secondary_instrument,16,-2,4,
13,25,suction,no_secondary_instrument,16,-2,4,
13,26,suction,no_secondary_instrument,16,-2,4,
13,27,suction,no_secondary_instrument,16,-2,4,
13,28,suction,no_secondary_instrument,16,-2,4,
13,29,no_visible_instrument,no_secondary_instrument,0,-2,,
13,30,no_visible_instrument,no_secondary_instrument,0,-2,,
13,31,suction,no_secondary_instrument,16,-2,4,
13,32,no_visible_instrument,no_secondary_instrument,0,-2,,
13,33,no_visible_instrument,no_secondary_instrument,0,-2,,
13,34,no_visible_instrument,no_secondary_instrument,0,-2,,
13,35,no_visible_instrument,no_secondary_instrument,0,-2,,
13,36,no_visible_instrument,no_secondary_instrument,0,-2,,
13,37,no_visible_instrument,no_secondary_instrument,0,-2,,
13,38,no_visible_instrument,no_secondary_instrument,0,-2,,
13,39,no_visible_instrument,no_secondary_instrument,0,-2,,
13,40,no_visible_instrument,no_secondary_instrument,0,-2,,
13,41,no_visible_instrument,no_secondary_instrument,0,-2,,
13,42,no_visible_instrument,no_secondary_instrument,0,-2,,
13,43,freer_elevator,no_secondary_instrument,5,-2,3,
13,44,freer_elevator,no_secondary_instrument,5,-2,2,
13,45,freer_elevator,no_secondary_instrument,5,-2,2,
13,46,freer_elevator,no_secondary_instrument,5,-2,1,
13,47,freer_elevator,no_secondary_instrument,5,-2,1,
13,48,freer_elevator,no_secondary_instrument,5,-2,1,
13,49,freer_elevator,no_secondary_instrument,5,-2,4,
13,50,freer_elevator,no_secondary_instrument,5,-2,1,
13,51,freer_elevator,no_secondary_instrument,5,-2,1,
13,52,freer_elevator,no_secondary_instrument,5,-2,1,
13,53,freer_elevator,no_secondary_instrument,5,-2,4,
13,54,freer_elevator,no_secondary_instrument,5,-2,4,
13,55,freer_elevator,no_secondary_instrument,5,-2,1,
13,56,freer_elevator,no_secondary_instrument,5,-2,1,
13,57,freer_elevator,no_secondary_instrument,5,-2,1,
13,58,freer_elevator,no_secondary_instrument,5,-2,1,
13,59,freer_elevator,no_secondary_instrument,5,-2,1,
13,60,freer_elevator,no_secondary_instrument,5,-2,1,
13,61,freer_elevator,no_secondary_instrument,5,-2,1,
13,62,freer_elevator,no_secondary_instrument,5,-2,1,
13,63,freer_elevator,no_secondary_instrument,5,-2,1,
13,64,freer_elevator,no_secondary_instrument,5,-2,1,
13,65,freer_elevator,no_secondary_instrument,5,-2,1,
13,66,freer_elevator,no_secondary_instrument,5,-2,1,
13,67,freer_elevator,no_secondary_instrument,5,-2,1,
13,68,freer_elevator,no_secondary_instrument,5,-2,1,
13,69,freer_elevator,no_secondary_instrument,5,-2,1,
13,70,freer_elevator,no_secondary_instrument,5,-2,1,
13,71,freer_elevator,no_secondary_instrument,5,-2,4,
13,72,freer_elevator,no_secondary_instrument,5,-2,4,
13,73,freer_elevator,no_secondary_instrument,5,-2,4,
13,74,freer_elevator,no_secondary_instrument,5,-2,4,
13,75,freer_elevator,no_secondary_instrument,5,-2,1,
13,76,freer_elevator,no_secondary_instrument,5,-2,1,
13,77,freer_elevator,no_secondary_instrument,5,-2,1,
13,78,freer_elevator,no_secondary_instrument,5,-2,4,
13,79,freer_elevator,no_secondary_instrument,5,-2,1,
13,80,freer_elevator,no_secondary_instrument,5,-2,1,
13,81,freer_elevator,no_secondary_instrument,5,-2,1,
13,82,freer_elevator,no_secondary_instrument,5,-2,1,
13,83,no_visible_instrument,no_secondary_instrument,0,-2,,
13,84,no_visible_instrument,no_secondary_instrument,0,-2,,
13,85,no_visible_instrument,no_secondary_instrument,0,-2,,
13,86,no_visible_instrument,no_secondary_instrument,0,-2,,
13,87,no_visible_instrument,no_secondary_instrument,0,-2,,
13,88,no_visible_instrument,no_secondary_instrument,0,-2,,
13,89,no_visible_instrument,no_secondary_instrument,0,-2,,
13,90,no_visible_instrument,no_secondary_instrument,0,-2,,
13,91,no_visible_instrument,no_secondary_instrument,0,-2,,
13,92,no_visible_instrument,no_secondary_instrument,0,-2,,
13,93,no_visible_instrument,no_secondary_instrument,0,-2,,
13,94,kerrisons,no_secondary_instrument,8,-2,4,
13,95,kerrisons,no_secondary_instrument,8,-2,1,
13,96,kerrisons,no_secondary_instrument,8,-2,1,
13,97,kerrisons,no_secondary_instrument,8,-2,1,
13,98,kerrisons,no_secondary_instrument,8,-2,1,
13,99,kerrisons,no_secondary_instrument,8,-2,1,
13,100,kerrisons,no_secondary_instrument,8,-2,1,
13,101,kerrisons,no_secondary_instrument,8,-2,1,
13,102,kerrisons,no_secondary_instrument,8,-2,1,
13,103,kerrisons,no_secondary_instrument,8,-2,1,
13,104,kerrisons,no_secondary_instrument,8,-2,1,
13,105,kerrisons,no_secondary_instrument,8,-2,1,
13,106,kerrisons,no_secondary_instrument,8,-2,1,
13,107,kerrisons,no_secondary_instrument,8,-2,1,
13,108,kerrisons,no_secondary_instrument,8,-2,1,
13,109,kerrisons,no_secondary_instrument,8,-2,1,
13,110,kerrisons,no_secondary_instrument,8,-2,1,
13,111,kerrisons,no_secondary_instrument,8,-2,4,
13,112,kerrisons,no_secondary_instrument,8,-2,4,
13,113,kerrisons,no_secondary_instrument,8,-2,1,
13,114,kerrisons,no_secondary_instrument,8,-2,1,
13,115,kerrisons,no_secondary_instrument,8,-2,1,
13,116,kerrisons,no_secondary_instrument,8,-2,1,
13,117,kerrisons,no_secondary_instrument,8,-2,1,
13,118,kerrisons,no_secondary_instrument,8,-2,1,
13,119,kerrisons,no_secondary_instrument,8,-2,1,
13,120,kerrisons,no_secondary_instrument,8,-2,1,
13,121,kerrisons,no_secondary_instrument,8,-2,1,
13,122,kerrisons,no_secondary_instrument,8,-2,1,
13,123,kerrisons,no_secondary_instrument,8,-2,1,
13,124,kerrisons,no_secondary_instrument,8,-2,1,
13,125,kerrisons,no_secondary_instrument,8,-2,1,
13,126,kerrisons,no_secondary_instrument,8,-2,1,
13,127,kerrisons,no_secondary_instrument,8,-2,1,
13,128,kerrisons,no_secondary_instrument,8,-2,1,
13,129,kerrisons,no_secondary_instrument,8,-2,1,
13,130,kerrisons,no_secondary_instrument,8,-2,1,
13,131,kerrisons,no_secondary_instrument,8,-2,4,
13,132,no_visible_instrument,no_secondary_instrument,0,-2,,
13,133,no_visible_instrument,no_secondary_instrument,0,-2,,
13,134,no_visible_instrument,no_secondary_instrument,0,-2,,
13,135,no_visible_instrument,no_secondary_instrument,0,-2,,
13,136,no_visible_instrument,no_secondary_instrument,0,-2,,
13,137,no_visible_instrument,no_secondary_instrument,0,-2,,
13,138,no_visible_instrument,no_secondary_instrument,0,-2,,
13,139,no_visible_instrument,no_secondary_instrument,0,-2,,
13,140,kerrisons,no_secondary_instrument,8,-2,1,
13,141,kerrisons,no_secondary_instrument,8,-2,1,
13,142,kerrisons,no_secondary_instrument,8,-2,1,
13,143,kerrisons,no_secondary_instrument,8,-2,1,
13,144,kerrisons,no_secondary_instrument,8,-2,1,
13,145,kerrisons,no_secondary_instrument,8,-2,1,
13,146,no_visible_instrument,no_secondary_instrument,0,-2,,
13,147,out_of_patient,no_secondary_instrument,-1,-2,,
13,148,no_visible_instrument,no_secondary_instrument,0,-2,,
13,149,no_visible_instrument,no_secondary_instrument,0,-2,,
13,150,no_visible_instrument,no_secondary_instrument,0,-2,,
13,151,no_visible_instrument,no_secondary_instrument,0,-2,,
13,152,suction,no_secondary_instrument,16,-2,4,
13,153,suction,no_secondary_instrument,16,-2,4,
13,154,suction,no_secondary_instrument,16,-2,1,
13,155,suction,no_secondary_instrument,16,-2,1,
13,156,suction,no_secondary_instrument,16,-2,1,
13,157,suction,no_secondary_instrument,16,-2,1,
13,158,suction,no_secondary_instrument,16,-2,1,
13,159,suction,no_secondary_instrument,16,-2,1,
13,160,suction,no_secondary_instrument,16,-2,1,
13,161,suction,no_secondary_instrument,16,-2,1,
13,162,suction,no_secondary_instrument,16,-2,4,
13,163,suction,no_secondary_instrument,16,-2,1,
13,164,suction,no_secondary_instrument,16,-2,1,
13,165,suction,no_secondary_instrument,16,-2,1,
13,166,suction,no_secondary_instrument,16,-2,4,
13,167,suction,no_secondary_instrument,16,-2,1,
13,168,suction,no_secondary_instrument,16,-2,1,
13,169,suction,no_secondary_instrument,16,-2,1,
13,170,suction,no_secondary_instrument,16,-2,1,
13,171,suction,no_secondary_instrument,16,-2,1,
13,172,suction,no_secondary_instrument,16,-2,1,
13,173,suction,no_secondary_instrument,16,-2,4,
13,174,suction,no_secondary_instrument,16,-2,1,
13,175,suction,no_secondary_instrument,16,-2,4,
13,176,suction,no_secondary_instrument,16,-2,4,
13,177,suction,no_secondary_instrument,16,-2,4,
13,178,suction,no_secondary_instrument,16,-2,4,
13,179,suction,no_secondary_instrument,16,-2,4,
13,180,suction,no_secondary_instrument,16,-2,4,
13,181,suction,no_secondary_instrument,16,-2,4,
13,182,suction,no_secondary_instrument,16,-2,4,
13,183,suction,no_secondary_instrument,16,-2,4,
13,184,suction,no_secondary_instrument,16,-2,1,
13,185,suction,no_secondary_instrument,16,-2,4,
13,186,suction,no_secondary_instrument,16,-2,4,
13,187,suction,no_secondary_instrument,16,-2,4,
13,188,suction,no_secondary_instrument,16,-2,4,
13,189,suction,no_secondary_instrument,16,-2,4,
13,190,suction,no_secondary_instrument,16,-2,4,
13,191,no_visible_instrument,no_secondary_instrument,0,-2,,
13,192,no_visible_instrument,no_secondary_instrument,0,-2,,
13,193,no_visible_instrument,no_secondary_instrument,0,-2,,
13,194,out_of_patient,no_secondary_instrument,-1,-2,,
13,195,out_of_patient,no_secondary_instrument,-1,-2,,
13,196,out_of_patient,no_secondary_instrument,-1,-2,,
13,197,out_of_patient,no_secondary_instrument,-1,-2,,
13,198,out_of_patient,no_secondary_instrument,-1,-2,,
13,199,out_of_patient,no_secondary_instrument,-1,-2,,
13,200,out_of_patient,no_secondary_instrument,-1,-2,,
13,201,out_of_patient,no_secondary_instrument,-1,-2,,
13,202,out_of_patient,no_secondary_instrument,-1,-2,,
13,203,out_of_patient,no_secondary_instrument,-1,-2,,
13,204,out_of_patient,no_secondary_instrument,-1,-2,,
13,205,out_of_patient,no_secondary_instrument,-1,-2,,
13,206,out_of_patient,no_secondary_instrument,-1,-2,,
13,207,out_of_patient,no_secondary_instrument,-1,-2,,
13,208,out_of_patient,no_secondary_instrument,-1,-2,,
13,209,out_of_patient,no_secondary_instrument,-1,-2,,
13,210,suction,no_secondary_instrument,16,-2,4,
13,211,no_visible_instrument,no_secondary_instrument,0,-2,,
13,212,suction,no_secondary_instrument,16,-2,4,
13,213,suction,no_secondary_instrument,16,-2,4,
13,214,suction,no_secondary_instrument,16,-2,4,
13,215,suction,no_secondary_instrument,16,-2,4,
13,216,suction,no_secondary_instrument,16,-2,4,
13,217,suction,no_secondary_instrument,16,-2,4,
13,218,suction,no_secondary_instrument,16,-2,4,
13,219,no_visible_instrument,no_secondary_instrument,0,-2,,
13,220,no_visible_instrument,no_secondary_instrument,0,-2,,
13,221,no_visible_instrument,no_secondary_instrument,0,-2,,
13,222,no_visible_instrument,no_secondary_instrument,0,-2,,
13,223,no_visible_instrument,no_secondary_instrument,0,-2,,
13,224,no_visible_instrument,no_secondary_instrument,0,-2,,
13,225,no_visible_instrument,no_secondary_instrument,0,-2,,
13,226,no_visible_instrument,no_secondary_instrument,0,-2,,
13,227,no_visible_instrument,no_secondary_instrument,0,-2,,
13,228,no_visible_instrument,no_secondary_instrument,0,-2,,
13,229,stealth_pointer,no_secondary_instrument,15,-2,4,
13,230,stealth_pointer,no_secondary_instrument,15,-2,4,
13,231,stealth_pointer,no_secondary_instrument,15,-2,4,
13,232,no_visible_instrument,no_secondary_instrument,0,-2,,
13,233,no_visible_instrument,no_secondary_instrument,0,-2,,
13,234,no_visible_instrument,no_secondary_instrument,0,-2,,
13,235,out_of_patient,no_secondary_instrument,-1,-2,,
13,236,out_of_patient,no_secondary_instrument,-1,-2,,
13,237,out_of_patient,no_secondary_instrument,-1,-2,,
13,238,out_of_patient,no_secondary_instrument,-1,-2,,
13,239,out_of_patient,no_secondary_instrument,-1,-2,,
13,240,out_of_patient,no_secondary_instrument,-1,-2,,
13,241,out_of_patient,no_secondary_instrument,-1,-2,,
13,242,out_of_patient,no_secondary_instrument,-1,-2,,
13,243,out_of_patient,no_secondary_instrument,-1,-2,,
13,244,no_visible_instrument,no_secondary_instrument,0,-2,,
13,245,no_visible_instrument,no_secondary_instrument,0,-2,,
13,246,no_visible_instrument,no_secondary_instrument,0,-2,,
13,247,suction,no_secondary_instrument,16,-2,4,
13,248,suction,no_secondary_instrument,16,-2,4,
13,249,suction,no_secondary_instrument,16,-2,4,
13,250,suction,no_secondary_instrument,16,-2,4,
13,251,suction,no_secondary_instrument,16,-2,4,
13,252,suction,no_secondary_instrument,16,-2,4,
13,253,suction,no_secondary_instrument,16,-2,4,
13,254,no_visible_instrument,no_secondary_instrument,0,-2,,
13,255,no_visible_instrument,no_secondary_instrument,0,-2,,
13,256,no_visible_instrument,no_secondary_instrument,0,-2,,
13,257,no_visible_instrument,no_secondary_instrument,0,-2,,
13,258,no_visible_instrument,no_secondary_instrument,0,-2,,
13,259,no_visible_instrument,no_secondary_instrument,0,-2,,
13,260,no_visible_instrument,no_secondary_instrument,0,-2,,
13,261,no_visible_instrument,no_secondary_instrument,0,-2,,
13,262,no_visible_instrument,no_secondary_instrument,0,-2,,
13,263,no_visible_instrument,no_secondary_instrument,0,-2,,
13,264,cottle,no_secondary_instrument,2,-2,4,
13,265,cottle,no_secondary_instrument,2,-2,4,
13,266,cottle,no_secondary_instrument,2,-2,4,
13,267,cottle,no_secondary_instrument,2,-2,4,
13,268,cottle,no_secondary_instrument,2,-2,4,
13,269,cottle,no_secondary_instrument,2,-2,4,
13,270,cottle,no_secondary_instrument,2,-2,4,
13,271,cottle,no_secondary_instrument,2,-2,4,
13,272,cottle,no_secondary_instrument,2,-2,4,
13,273,cottle,no_secondary_instrument,2,-2,4,
13,274,cottle,no_secondary_instrument,2,-2,4,
13,275,cottle,no_secondary_instrument,2,-2,4,
13,276,cottle,no_secondary_instrument,2,-2,4,
13,277,cottle,no_secondary_instrument,2,-2,4,
13,278,cottle,no_secondary_instrument,2,-2,4,
13,279,cottle,no_secondary_instrument,2,-2,4,
13,280,cottle,no_secondary_instrument,2,-2,4,
13,281,cottle,no_secondary_instrument,2,-2,4,
13,282,no_visible_instrument,no_secondary_instrument,0,-2,,
13,283,cottle,no_secondary_instrument,2,-2,4,
13,284,cottle,no_secondary_instrument,2,-2,4,
13,285,cottle,no_secondary_instrument,2,-2,4,
13,286,cottle,no_secondary_instrument,2,-2,4,
13,287,cottle,no_secondary_instrument,2,-2,4,
13,288,no_visible_instrument,no_secondary_instrument,0,-2,,
